rdc;token;value_de;value_en
DDC;42;Unbesetzt;Unassigned
DDC;43;Unbesetzt;Unassigned
DDC;44;Unbesetzt;Unassigned
DDC;45;Unbesetzt;Unassigned
DDC;46;Unbesetzt;Unassigned
DDC;47;Unbesetzt;Unassigned
DDC;48;Unbesetzt;Unassigned
DDC;49;Unbesetzt;Unassigned
DDC;50;Magazine, Zeitschriften & fortlaufende Sammelwerke;General serial publications
DDC;51;Fortlaufende Sammelwerke in amerikanischem Englisch;Serials in American English
DDC;52;Fortlaufende Sammelwerke in Englisch;Serials in English
DDC;53;Fortlaufende Sammelwerke in anderen germanischen Sprachen;Serials in other Germanic languages
DDC;54;Sammelwerke in Französisch, Okzitanisch & Katalanisch;Serials in French, Occitan & Catalan
DDC;55;In Italienisch, Rumänisch & verwandten Sprachen;In Italian, Romanian & related languages
DDC;56;Fortlaufende Sammelwerke in Spanisch, Portugiesisch & Galicisch;Serials in Spanish & Portuguese
DDC;57;Fortlaufende Sammelwerke in slawischen Sprachen;Serials in Slavic languages
DDC;58;Fortlaufende Sammelwerke in skandinavischen Sprachen;Serials in Scandinavian languages
DDC;59;Fortlaufende Sammelwerke in anderen Sprachen;Serials in other languages
DDC;60;Allgemeine Organisationen & Museumswissenschaft;General organizations & museum science
DDC;61;Organisationen in Nordamerika;Organizations in North America
DDC;62;Organisationen auf den Britischen Inseln;Organizations in British Isles, in England
DDC;63;Organisationen in Deutschland, in Mitteleuropa;Organizations in central Europe, in Germany
DDC;64;Organisationen in Frankreich & Monaco;Organizations in France & Monaco
DDC;65;In Italien, San Marino, Vatikanstadt, Malta;Organizations in Italy & adjacent islands
DDC;66;In Spanien, Andorra, Gibraltar, Portugal;In Iberian Peninsula & adjacent islands
DDC;67;Organisationen in Russland, in Osteuropa;Organizations in eastern Europe, in Russia
DDC;68;Organisationen in anderen geografischen Gebieten;Organizations in other geographic areas
DDC;69;Museumswissenschaft;Museum science
DDC;70;Publizistische Medien, Journalismus & Verlagswesen;News media, journalism & publishing
DDC;71;Zeitungen in Nordamerika;Newspapers in North America
DDC;72;Zeitungen auf den Britischen Inseln;Newspapers in British Isles, in England
DDC;73;Zeitungen in Deutschland, in Mitteleuropa;Newspapers in central Europe, in Germany
DDC;74;Zeitungen in Frankreich & Monaco;Newspapers in France & Monaco
DDC;75;In Italien, San Marino, Vatikanstadt, Malta;Newspapers in Italy & adjacent islands
DDC;76;In Spanien, Andorra, Gibraltar, Portugal;In Iberian Peninsula & adjacent islands
DDC;77;Zeitungen in Russland, in Osteuropa;Newspapers in eastern Europe, in Russia
DDC;78;Zeitungen in Skandinavien;Newspapers in Scandinavia
DDC;79;Zeitungen in anderen geografischen Gebieten;Newspapers in other geographic areas
DDC;80;Allgemeine Sammelwerke;General collections
DDC;81;Sammelwerke in amerikanischem Englisch;Collections in American English
DDC;82;Sammelwerke in Englisch;Collections in English
DDC;83;Sammelwerke in anderen germanischen Sprachen;Collections in other Germanic languages
DDC;84;Sammelwerke in Französisch, Okzitanisch & Katalanisch;Collections in French, Occitan & Catalan
DDC;85;In Italienisch, Rumänisch & verwandten Sprachen;In Italian, Romanian & related languages
DDC;86;Sammelwerke in Spanisch, Portugiesisch & Galicisch;Collections in Spanish & Portuguese
DDC;87;Sammelwerke in slawischen Sprachen;Collections in Slavic languages
DDC;88;Sammelwerke in skandinavischen Sprachen;Collections in Scandinavian languages
DDC;89;Sammelwerke in anderen Sprachen;Collections in other languages
DDC;90;Handschriften & seltene Bücher;Manuscripts & rare books
DDC;91;Handschriften;Manuscripts
DDC;92;Blockbücher;Block books
DDC;93;Inkunabeln;Incunabula
DDC;94;Gedruckte Bücher;Printed books
DDC;95;Bücher mit besonderem Einband;Books notable for bindings
DDC;96;Bücher mit besonderen Illustrationen;Books notable for illustrations
DDC;97;Bücher aus besonderem Besitz oder besonderer Herkunft;Books notable for ownership or origin
DDC;98;Verbotene Werke, Fälschungen & Scherzdrucke;Prohibited works, forgeries & hoaxes
DDC;99;Bücher mit besonderem Format;Books notable for format
DDC;100;Philosophie und Psychologie;Philosophy & psychology
DDC;101;Theorie der Philosophie;Theory of philosophy
DDC;102;Verschiedenes;Miscellany
DDC;103;Wörterbücher, Enzyklopädien;Dictionaries & encyclopedias
DDC;104;Unbesetzt;Unassigned
DDC;105;Fortlaufende Sammelwerke;Serial publications
DDC;106;Organisationen, Management;Organizations & management
DDC;107;Ausbildung, Forschung, verwandte Themen;Education, research & related topics
DDC;108;Behandlung nach Personengruppen;Kinds of persons treatment
DDC;109;Historische Behandlung, Behandlung mehrerer Einzelpersonen;Historical & collected persons treatment
DDC;110;Metaphysik;Metaphysics
DDC;111;Ontologie;Ontology
DDC;112;Unbesetzt;Unassigned
DDC;113;Kosmologie;Cosmology
DDC;114;Raum;Space
DDC;115;Zeit;Time
DDC;116;Veränderung;Change
DDC;117;Struktur;Structure
DDC;118;Kraft und Energie;Force & energy
DDC;119;Zahl und Quantität;Number & quantity
DDC;120;Epistemologie, Kausalität, Menschheit;Epistemology, causation & humankind
DDC;121;Epistemologie;Epistemology
DDC;122;Kausalität;Causation
DDC;123;Determinismus, Indeterminismus;Determinism & indeterminism
DDC;124;Teleologie;Teleology
DDC;125;Unbesetzt;Unassigned
DDC;126;Das Selbst;The self
DDC;127;Das Unbewusste, das Unterbewusste;The unconscious & the subconscious
DDC;128;Menschheit;Humankind
DDC;129;Ursprung und Schicksal individueller Seelen;Origin & destiny of individual souls
DDC;130;Parapsychologie und Okkultismus;Parapsychology & occultism
DDC;131;Parapsychologische und okkulte Techniken;Parapsychological & occult methods
DDC;132;Unbesetzt;Unassigned
DDC;133;Einzelne Themen der Parapsychologie und des Okkultismus;Specific topics in parapsychology & occultism
DDC;134;Unbesetzt;Unassigned
DDC;135;Träume, Mysterien;Dreams & mysteries
DDC;136;Unbesetzt;Unassigned
DDC;137;Divinatorische Graphologie;Divinatory graphology
DDC;138;Physiognomie;Physiognomy
DDC;139;Phrenologie;Phrenology
DDC;140;Einzelne philosophische Schulen;Specific philosophical schools
DDC;141;Idealismus und verwandte Systeme;Idealism & related systems
DDC;142;Kritizismus;Critical philosophy
DDC;143;Bergsonismus, Intuitionismus;Bergsonism & intuitionism
DDC;144;Humanismus und verwandte Systeme;Humanism & related systems
DDC;145;Sensualismus;Sensationalism
DDC;146;Naturalismus und verwandte Systeme;Naturalism & related systems
DDC;147;Pantheismus und verwandte Systeme;Pantheism & related systems
DDC;148;Eklektizismus, Liberalismus, Traditionalismus;Eclecticism, liberalism & traditionalism
DDC;149;Andere philosophische Systeme;Other philosophical systems
DDC;150;Psychologie;Psychology
DDC;151;Unbesetzt;Unassigned
DDC;152;Sinneswahrnehmung, Bewegung, Emotionen, Triebe;Perception, movement, emotions & drives
DDC;153;Kognitive Prozesse, Intelligenz;Mental processes & intelligence
DDC;154;Unterbewusste und bewusstseinsveränderte Zustände;Subconscious & altered states
DDC;155;Differentielle Psychologie, Entwicklungspsychologie;Differential & developmental psychology
DDC;156;Vergleichende Psychologie;Comparative psychology
DDC;157;Unbesetzt;Unassigned
DDC;158;Angewandte Psychologie;Applied psychology
DDC;159;Unbesetzt;Unassigned
DDC;160;Logik;Logic
DDC;161;Induktion;Induction
DDC;162;Deduktion;Deduction
DDC;163;Unbesetzt;Unassigned
DDC;164;Unbesetzt;Unassigned
DDC;165;Fehlschlüsse, Fehlerquellen;Fallacies & sources of error
DDC;166;Syllogismen;Syllogisms
DDC;167;Hypothesen;Hypotheses
DDC;168;Argument, Überzeugungung;Argument & persuasion
DDC;169;Analogie;Analogy
DDC;170;Ethik;Ethics
DDC;171;Ethische Systeme;Ethical systems
DDC;172;Politische Ethik;Political ethics
DDC;173;Familienethik;Ethics of family relationships
DDC;174;Berufsethik;Occupational ethics
DDC;175;Ethik von Freizeit und Erholung;Ethics of recreation & leisure
DDC;176;Sexual- und Reproduktionsethik;Ethics of sex & reproduction
DDC;177;Ethik sozialer Beziehungen;Ethics of social relations
DDC;178;Konsumethik;Ethics of consumption
DDC;179;Andere ethische Normen;Other ethical norms
DDC;180;Antike, mittelalterliche und östliche Philosophie;Ancient, medieval & eastern philosophy
DDC;181;Östliche Philosophie;Eastern philosophy
DDC;182;Vorsokratische griechische Philosophien;Pre-Socratic Greek philosophies
DDC;183;Sokratische und verwandte Philosophien;Socratic & related philosophies
DDC;184;Platonische Philosophie;Platonic philosophy
DDC;185;Aristotelische Philosophie;Aristotelian philosophy
DDC;186;Skeptische und neuplatonische Philosophien;Skeptic & Neoplatonic philosophies
DDC;187;Epikureische Philosophie;Epicurean philosophy
DDC;188;Stoische Philosophie;Stoic philosophy
DDC;189;Mittelalterliche westliche Philosophie;Medieval western philosophy
DDC;190;Neuzeitliche westliche Philosophie;Modern western philosophy
DDC;191;Philosophie in den USA und Kanada;Philosophy of United States & Canada
DDC;192;Philosophie auf den Britischen Inseln;Philosophy of British Isles
DDC;193;Philosophie in Deutschland und Österreich;Philosophy of Germany & Austria
DDC;194;Philosophie in Frankreich;Philosophy of France
DDC;195;Philosophie in Italien;Philosophy of Italy
DDC;196;Philosophie in Spanien und Portugal;Philosophy of Spain & Portugal
DDC;197;Philosophie in Russland und der früheren Sowjetunion;Philosophy of former Soviet Union
DDC;198;Philosophie in Skandinavien;Philosophy of Scandinavia
DDC;199;Philosophie in anderen geografischen Gebieten;Philosophy in other geographic areas
DDC;200;Religion;Religion
DDC;201;Religiöse Mythologie, Soziallehre;Religious mythology & social theology
DDC;202;Lehren;Doctrines
DDC;203;Gottesdienst und andere Formen der öffentlichen Religionsausübung;Public worship & other practices
DDC;204;Religiöse Erfahrung, religiöses Leben, religiöse Praxis;Religious experience, life & practice
DDC;205;Religiöse Ethik;Religious ethics
DDC;206;Religiöse Führer und Organisation;Leaders & organization
DDC;207;Mission, religiöse Erziehung;Missions & religious education
DDC;208;Quellen;Sources
DDC;209;Sekten, Reformbewegungen;Sects & reform movements
DDC;210;Religionsphilosophie, Religionstheorie;Philosophy & theory of religion
DDC;211;Gottesvorstellungen;Concepts of God
DDC;212;Gottesfrage, Gotteserkenntnis, Eigenschaften Gottes;Existence, knowability & attributes of God
DDC;213;Schöpfung;Creation
DDC;214;Theodizee;Theodicy
DDC;215;Naturwissenschaft und Religion;Science & religion
DDC;216;Unbesetzt;Unassigned
DDC;217;Unbesetzt;Unassigned
DDC;218;Der Mensch;Humankind
DDC;219;Unbesetzt;Unassigned
DDC;220;Bibel;Bible
DDC;221;Altes Testament (Tenach);Old Testament (Tanakh)
DDC;222;Geschichtsbücher des Alten Testaments;Historical books of Old Testament
DDC;223;Poetische Bücher des Alten Testaments;Poetic books of Old Testament
DDC;224;Prophetische Bücher des Alten Testaments;Prophetic books of Old Testament
DDC;225;Neues Testament;New Testament
DDC;226;Evangelien, Apostelgeschichte;Gospels & Acts
DDC;227;Briefe;Epistles
DDC;228;Johannes-Apokalypse (Offenbarung des Johannes);Revelation (Apocalypse)
DDC;229;Apokryphen, Pseudepigraphen;Apocrypha & pseudepigrapha
DDC;230;Christentum, Christliche Theologie;Christianity & Christian theology
DDC;231;Gott;God
DDC;232;Jesus Christus und seine Familie;Jesus Christ & his family
DDC;233;Der Mensch;Humankind
DDC;234;Erlösung, Gnade;Salvation & grace
DDC;235;Geistliche Wesen;Spiritual beings
DDC;236;Eschatologie;Eschatology
DDC;237;Unbesetzt;Unassigned
DDC;238;Glaubensbekenntnisse, Katechismen;Creeds & catechisms
DDC;239;Apologetik, Polemik;Apologetics & polemics
DDC;240;Christliche Ethik, spirituelle Theologie;Christian moral & devotional theology
DDC;241;Christliche Ethik;Christian ethics
DDC;242;Erbauungsliteratur;Devotional literature
DDC;243;Evangelistisches Schrifttum für Einzelpersonen;Evangelistic writings for individuals
DDC;244;Unbesetzt;Unassigned
DDC;245;Unbesetzt;Unassigned
DDC;246;Kunst im Christentum;Use of art in Christianity
DDC;247;Kirchenausstattung, liturgisches Gerät;Church furnishings & articles
DDC;248;Christliche Erfahrung, christliche Praxis, christliches Leben;Christian experience, practice & life
DDC;249;Christliches Leben in der Familie;Christian observances in family life
DDC;250;Christliche Orden und Ortskirchen;Christian orders & local church
DDC;251;Homiletik;Preaching
DDC;252;Predigttexte;Texts of sermons
DDC;253;Pastoraltheologie;Pastoral office & work
DDC;254;Gemeindeverwaltung;Parish administration
DDC;255;Religiöse Kongregationen und Orden;Religious congregations & orders
DDC;256;Unbesetzt;Unassigned
DDC;257;Unbesetzt;Unassigned
DDC;258;Unbesetzt;Unassigned
DDC;259;Familienseelsorge, Kategorialseelsorge;Pastoral care of families & kinds of persons
DDC;260;Soziallehre, Ekklesiologie;Social & ecclesiastical theology
DDC;261;Soziallehre;Social theology
DDC;262;Ekklesiologie;Ecclesiology
DDC;263;Heilige Tage, Zeiten und Orte;Days, times & places of observance
DDC;264;Öffentliche Religionsausübung;Public worship
DDC;265;Sakramente, andere Riten und Handlungen;Sacraments, other rites & acts
DDC;266;Mission;Missions
DDC;267;Religiöse Verbände;Associations for religious work
DDC;268;Religiöse Erziehung;Religious education
DDC;269;Geistliche Erneuerung;Spiritual renewal
DDC;270;Geschichte des Christentums, Kirchengeschichte;History of Christianity & Christian church
DDC;271;Religiöse Orden in der Kirchengeschichte;Religious orders in church history
DDC;272;Verfolgung in der Kirchengeschichte;Persecutions in church history
DDC;273;Dogmatische Kontroversen, Häresie;Doctrinal controversies & heresies
DDC;274;Geschichte des Christentums in Europa;History of Christianity in Europe
DDC;275;Geschichte des Christentums in Asien;History of Christianity in Asia
DDC;276;Geschichte des Christentums in Afrika;History of Christianity in Africa
DDC;277;Geschichte des Christentums in Nordamerika;History of Christianity in North America
DDC;278;Geschichte des Christentums in Südamerika;History of Christianity in South America
DDC;279;Geschichte des Christentums in anderen Gebieten;History of Christianity in other areas
DDC;280;Christliche Konfessionen und Sekten;Christian denominations & sects
DDC;281;Alte Kirche, Ostkirchen;Early church & Eastern churches
DDC;282;Römisch-Katholische Kirche;Roman Catholic Church
DDC;283;Anglikanische Kirchen;Anglican churches
DDC;284;Protestanten kontinentaleuropäischen Ursprungs;Protestants of Continental origin
DDC;285;Presbyterianer, Reformierte, Kongregationalisten;Presbyterian, Reformed & Congregational
DDC;286;Baptisten, Disciples of Christ, Adventisten;Baptist, Disciples of Christ & Adventist
DDC;287;Methodisten und verwandte Kirchen;Methodist & related churches
DDC;288;Unbesetzt;Unassigned
DDC;289;Andere Konfessionen und Sekten;Other denominations & sects
DDC;290;Andere Religionen;Other religions
DDC;291;Unbesetzt;Unassigned
DDC;292;Griechische und römische Religion;Greek & Roman religion
DDC;293;Germanische Religion;Germanic religion
DDC;294;Religionen indischen Ursprungs;Religions of Indic origin
DDC;295;Parsismus;Zoroastrianism
DDC;296;Judentum;Judaism
DDC;297;Islam, Babismus, Bahaismus;Islam, Babism & Bahai Faith
DDC;298;(Optionale Notation);(Optional number)
DDC;299;An anderer Stelle nicht vorgesehene Religionen;Religions not provided for elsewhere
DDC;300;Sozialwissenschaften;Social sciences
DDC;301;Soziologie, Anthropologie;Sociology & anthropology
DDC;302;Soziale Interaktion;Social interaction
DDC;303;Gesellschaftliche Prozesse;Social processes
DDC;304;Das Sozialverhalten beeinflussende Faktoren;Factors affecting social behavior
DDC;305;Soziale Gruppen;Social groups
DDC;306;Kultur und Institutionen;Culture & institutions
DDC;307;Gemeinschaften;Communities
DDC;308;Unbesetzt;Unassigned
DDC;309;Unbesetzt;Unassigned
DDC;310;Sammlungen allgemeiner Statistiken;Collections of general statistics
DDC;311;Unbesetzt;Unassigned
DDC;312;Unbesetzt;Unassigned
DDC;313;Unbesetzt;Unassigned
DDC;314;Allgemeine Statistiken zu Europa;General statistics of Europe
DDC;315;Allgemeine Statistiken zu Asien;General statistics of Asia
DDC;316;Allgemeine Statistiken zu Afrika;General statistics of Africa
DDC;317;Allgemeine Statistiken zu Nordamerika;General statistics of North America
DDC;318;Allgemeine Statistiken zu Südamerika;General statistics of South America
DDC;319;Allgemeine Statistiken zu anderen Gebieten;General statistics of other areas
DDC;320;Politikwissenschaft;Political science
DDC;321;Staatsformen und Regierungssysteme;Systems of governments & states
DDC;322;Beziehungen des Staats zu organisierten Gruppen;Relation of state to organized groups
DDC;323;Grundrechte und politische Rechte;Civil & political rights
DDC;324;Der politische Prozess;The political process
DDC;325;Internationale Migration, Kolonisation;International migration & colonization
DDC;326;Sklaverei und Sklavenbefreiung;Slavery & emancipation
DDC;327;Internationale Beziehungen;International relations
DDC;328;Der Gesetzgebungsprozess;The legislative process
DDC;329;Unbesetzt;Unassigned
DDC;330;Wirtschaft;Economics
DDC;331;Arbeitsökonomie;Labor economics
DDC;332;Finanzwirtschaft;Financial economics
DDC;333;Boden- und Energiewirtschaft;Economics of land & energy
DDC;334;Genossenschaften;Cooperatives
DDC;335;Sozialismus und verwandte Systeme;Socialism & related systems
DDC;336;Öffentliche Finanzen;Public finance
DDC;337;Weltwirtschaft;International economics
DDC;338;Produktion;Production
DDC;339;Makroökonomie und verwandte Themen;Macroeconomics & related topics
DDC;340;Recht;Law
DDC;341;Völkerrecht;Law of nations
DDC;342;Verfassungs- und Verwaltungsrecht;Constitutional & administrative law
DDC;343;Wehrrecht, Steuerrecht, Wirtschaftsrecht;Military, tax, trade & industrial law
DDC;344;Arbeitsrecht, Sozialrecht, Bildungsrecht, Kulturrecht;Labor, social, education & cultural law
DDC;345;Strafrecht;Criminal law
DDC;346;Privatrecht;Private law
DDC;347;Zivilprozessrecht, Zivilgerichte;Civil procedure & courts
DDC;348;Gesetze, Verordnungen, Rechtsfälle;Laws, regulations & cases
DDC;349;Recht einzelner Gebietskörperschaften und Gebiete;Law of specific jurisdictions & areas
DDC;350;Öffentliche Verwaltung, Militärwissenschaft;Public administration & military science
DDC;351;Öffentliche Verwaltung;Public administration
DDC;352;Allgemeines zur öffentlichen Verwaltung;General considerations of public administration
DDC;353;Einzelne Bereiche der öffentlichen Verwaltung;Specific fields of public administration
DDC;354;Verwaltung von Wirtschaft und Umwelt;Administration of economy & environment
DDC;355;Militärwissenschaft;Military science
DDC;356;Infanterie und Kampfführung;Infantry forces & warfare
DDC;357;Kavalleriestreitkräfte und Kampfführung;Mounted forces & warfare
DDC;358;Luftstreitkräfte und andere spezialisierte Streitkräfte;Air & other specialized forces
DDC;359;Seestreitkräfte und Kampfführung;Sea forces & warfare
DDC;360;Soziale Probleme und Sozialdienste, Verbände;Social problems & services, associations
DDC;361;Soziale Probleme und Sozialhilfe im Allgemeinen;Social problems & social welfare in general
DDC;362;Probleme und Dienste der Sozialhilfe;Social welfare problems & services
DDC;363;Andere soziale Probleme und Sozialdienste;Other social problems & services
DDC;364;Kriminologie;Criminology
DDC;365;Justizvollzugsanstalten und verwandte Einrichtungen;Penal & related institutions
DDC;366;Verbände;Associations
DDC;367;Allgemeine Klubs;General clubs
DDC;368;Versicherungen;Insurance
DDC;369;Verschiedene Arten von Verbänden;Miscellaneous kinds of associations
DDC;370;Bildung und Erziehung;Education
DDC;371;Schulen, schulische Tätigkeiten, Sonderpädagogik;Schools & their activities, special education
DDC;372;Primar- und Elementarbildung;Elementary education
DDC;373;Sekundarbildung;Secondary education
DDC;374;Erwachsenenbildung;Adult education
DDC;375;Curricula;Curricula
DDC;376;Unbesetzt;Unassigned
DDC;377;Unbesetzt;Unassigned
DDC;378;Hochschulbildung;Higher education
DDC;379;Bildungspolitik;Public policy issues in education
DDC;380;Handel, Kommunikation, Verkehr;Commerce, communications & transportation
DDC;381;Handel;Commerce
DDC;382;Internationaler Handel;International commerce
DDC;383;Postverkehr;Postal communication
DDC;384;Kommunikation, Telekommunikation;Communications, telecommunication
DDC;385;Schienenverkehr;Railroad transportation
DDC;386;Binnenschifffahrt, Fährverkehr;Inland waterway & ferry transportation
DDC;387;Schifffahrt, Luft-, Weltraumverkehr;Water, air & space transportation
DDC;388;Verkehr, Landverkehr;Transportation, ground transportation
DDC;389;Metrologie, Normung;Metrology & standardization
DDC;390;Bräuche, Etikette, Folklore;Customs, etiquette & folklore
DDC;391;Kleidung, äußeres Erscheinungsbild;Costume & personal appearance
DDC;392;Bräuche im Lebenslauf und im häuslichen Leben;Customs of life cycle & domestic life
DDC;393;Sterbe- und Bestattungsriten;Death customs
DDC;394;Allgemeine Bräuche;General customs
DDC;395;Etikette (Manieren);Etiquette (Manners)
DDC;396;Unbesetzt;Unassigned
DDC;397;Unbesetzt;Unassigned
DDC;398;Folklore;Folklore
DDC;399;Bräuche des Krieges und der Diplomatie;Customs of war & diplomacy
DDC;400;Sprache;Language
DDC;401;Sprachphilosophie, Sprachtheorie;Philosophy & theory
DDC;402;Verschiedenes;Miscellany
DDC;403;Wörterbücher, Enzyklopädien;Dictionaries & encyclopedias
DDC;404;Spezielle Themen;Special topics
DDC;405;Fortlaufende Sammelwerke;Serial publications
DDC;406;Organisationen, Management;Organizations & management
DDC;407;Ausbildung, Forschung, verwandte Themen;Education, research & related topics
DDC;408;Behandlung nach Personengruppen;Kinds of persons treatment
DDC;409;Geografische, personenbezogene Behandlung;Geographic & persons treatment
DDC;410;Linguistik;Linguistics
DDC;411;Schriftsysteme;Writing systems
DDC;412;Etymologie;Etymology
DDC;413;Wörterbücher;Dictionaries
DDC;414;Phonologie, Phonetik;Phonology & phonetics
DDC;415;Grammatik;Grammar
DDC;416;Unbesetzt;Unassigned
DDC;417;Dialektologie, historische Linguistik;Dialectology & historical linguistics
DDC;418;Standardsprache, Angewandte Linguistik;Standard usage & applied linguistics
DDC;419;Gebärdensprachen;Sign languages
DDC;420;Englisch, Altenglisch;English & Old English
DDC;421;Schriftsystem und Phonologie des Englischen;English writing system & phonology
DDC;422;Etymologie des Englischen;English etymology
DDC;423;Englische Wörterbücher;English dictionaries
DDC;424;Unbesetzt;Unassigned
DDC;425;Englische Grammatik;English grammar
DDC;426;Unbesetzt;Unassigned
DDC;427;Varianten des Englischen, Mittelenglisch;English language variations
DDC;428;Gebrauch des Standard-Englisch;Standard English usage
DDC;429;Altenglisch (Angelsächsisch);Old English (Anglo-Saxon)
DDC;430;Germanische Sprachen, Deutsch;Germanic languages, German
DDC;431;Schriftsysteme und Phonologie des Deutschen;German writing systems & phonology
DDC;432;Etymologie des Deutschen;German etymology
DDC;433;Deutsche Wörterbücher;German dictionaries
DDC;434;Unbesetzt;Unassigned
DDC;435;Deutsche Grammatik;German grammar
DDC;436;Unbesetzt;Unassigned
DDC;437;Varianten des Deutschen;German language variations
DDC;438;Gebrauch des Standard-Deutsch;Standard German usage
DDC;439;Andere germanische Sprachen;Other Germanic languages
DDC;440;Romanische Sprachen, Französisch;Romance languages, French
DDC;441;Schriftsysteme und Phonologie des Französischen;French writing systems & phonology
DDC;442;Etymologie des Französischen;French etymology
DDC;443;Französische Wörterbücher;French dictionaries
DDC;444;Unbesetzt;Unassigned
DDC;445;Französische Grammatik;French grammar
DDC;446;Unbesetzt;Unassigned
DDC;447;Varianten des Französischen;French language variations
DDC;448;Gebrauch des Standard-Französisch;Standard French usage
DDC;449;Okzitanisch, Katalanisch;Occitan & Catalan
DDC;450;Italienisch, Rumänisch, Rätoromanisch;Italian, Romanian & related languages
DDC;451;Schriftsysteme und Phonologie des Italienischen;Italian writing systems & phonology
DDC;452;Etymologie des Italienischen;Italian etymology
DDC;453;Italienische Wörterbücher;Italian dictionaries
DDC;454;Unbesetzt;Unassigned
DDC;455;Italienische Grammatik;Italian grammar
DDC;456;Unbesetzt;Unassigned
DDC;457;Varianten des Italienischen;Italian language variations
DDC;458;Gebrauch des Standard-Italienisch;Standard Italian usage
DDC;459;Rumänisch, Rätoromanisch;Romanian & related languages
DDC;460;Spanisch, Portugiesisch;Spanish & Portuguese languages
DDC;461;Schriftsysteme und Phonologie des Spanischen;Spanish writing systems & phonology
DDC;462;Etymologie des Spanischen;Spanish etymology
DDC;463;Spanische Wörterbücher;Spanish dictionaries
DDC;464;Unbesetzt;Unassigned
DDC;465;Spanische Grammatik;Spanish grammar
DDC;466;Unbesetzt;Unassigned
DDC;467;Varianten des Spanischen;Spanish language variations
DDC;468;Gebrauch des Standard-Spanisch;Standard Spanish usage
DDC;469;Portugiesisch;Portuguese
DDC;470;Italische Sprachen, Latein;Italic languages, Latin
DDC;471;Schriftsysteme und Phonologie des klassischen Latein;Classical Latin writing & phonology
DDC;472;Etymologie des klassischen Latein;Classical Latin etymology
DDC;473;Wörterbücher des klassischen Latein;Classical Latin dictionaries
DDC;474;Unbesetzt;Unassigned
DDC;475;Grammatik des klassischen Latein;Classical Latin grammar
DDC;476;Unbesetzt;Unassigned
DDC;477;Altlatein, Mittellatein, Neulatein, Kirchenlatein, Vulgärlatein;Old, postclassical & Vulgar Latin
DDC;478;Gebrauch des klassischen Latein;Classical Latin usage
DDC;479;Andere italische Sprachen;Other Italic languages
DDC;480;Hellenische Sprachen, klassisches Griechisch;Hellenic languages, classical Greek
DDC;481;Schriftsysteme und Phonologie des klassischen Griechisch;Classical Greek writing & phonology
DDC;482;Etymologie des klassischen Griechisch;Classical Greek etymology
DDC;483;Wörterbücher des klassischen Griechisch;Classical Greek dictionaries
DDC;484;Unbesetzt;Unassigned
DDC;485;Grammatik des klassischen Griechisch;Classical Greek grammar
DDC;486;Unbesetzt;Unassigned
